,cpf,sex,birthday,stateBorn,parents,education,income,risk,save_profile,email,name,phone
3079,455,0,21/8/1980,MG,1,Tecnologo,3200.0,Moderado,0.7858,1,Vlad Akuma,0
3080,509,0,18/10/1989,SP,0,Fundamental,1842.4,,0.1515,1,Kobe Nazare,0
3081,2451,0,2/7/1999,MG,1,Graducao,4000.0,,0.2684,1,,0
3082,2101,1,15/9/1970,SP,0,Nao fez,1374.16,Moderado,0.7177,1,Isabel Yamato,0
3083,1494,1,23/7/2002,RJ,0,Fundamental,2175.52,Arrojado,0.3597,1,Maria Bryant,0
3084,20,1,11/4/1964,SP,0,Pos Doutorado,9442.08,Arrojado,0.3114,1,Carlota Nazare,0
3085,430,0,10/2/1998,RJ,1,Fundamental,1600.0,Arrojado,0.6449,1,Marco Bardeen,0
3086,2150,1,16/11/1940,AC,0,Fundamental,2560.48,Arrojado,0.6003,1,Julia Bryant,0
3087,1011,0,28/12/1965,SP,1,Nao fez,800.0,Moderado,0.211,1,,0
3088,2394,1,15/7/1995,BA,1,Nao fez,800.0,Moderado,0.0028,1,Maria Asimov,0
3089,2274,0,14/11/2018,MG,0,Doutorado,9753.6,Arrojado,0.524,1,Kant Yamato,0
3090,1745,1,13/11/1952,CE,0,Medio,3570.48,Moderado,0.4877,1,,0
3091,1730,0,28/3/2006,RJ,1,Graducao,4000.0,,0.766,1,Rafael Targino,0
3092,1467,1,6/2/1962,SP,0,Medio,2955.6,Arrojado,0.2315,1,Ana Targino,0
3093,204,0,8/7/1951,CE,0,Graducao,6454.4,Moderado,0.6136,1,Silvio Akuma,0
3094,403,1,2/3/2017,AC,0,Tecnologo,4044.48,Moderado,0.2639,1,,0
3095,1496,0,20/1/1999,BA,1,Pos Doutorado,7200.0,Moderado,0.2212,1,,0
3096,2197,0,17/1/2007,MG,0,Mestrado,6735.68,,0.2028,1,Antonio Assis,0
3097,879,1,21/7/1941,RJ,1,Doutorado,6400.0,Conservador,0.179,1,Ana Buda,0
3098,1635,1,17/9/1985,BA,0,Nao fez,1317.52,Arrojado,0.6469,1,Elisabeth Targino,0
3099,728,1,20/10/1979,AC,1,Tecnologo,3200.0,,0.2811,1,Ana Targino,0
3100,407,1,9/11/1961,RJ,1,Nao fez,800.0,Arrojado,0.153,1,,0
3101,325,0,17/12/1987,AC,1,Tecnologo,3200.0,,0.7994,1,Vlad Asimov,0
3102,185,1,28/3/1939,BA,0,Fundamental,1870.56,Arrojado,0.1691,1,Elisabeth Buda,0
3103,1855,0,5/8/2011,RJ,0,Pos Doutorado,11935.44,,0.6577,1,Vlad Froszen,0
3104,689,1,18/5/2012,AC,0,Fundamental,1659.36,Moderado,0.0371,1,Isabel Nazare,0
3105,288,1,16/6/2016,CE,1,Medio,2400.0,Conservador,0.2963,1,Gabriela Akuma,0
3106,6,1,11/8/1933,MG,0,Nao fez,1326.32,Conservador,0.6579,1,,0
3107,928,0,5/1/2011,RJ,0,Doutorado,8730.88,Conservador,0.3642,1,Guilherme Buda,0
3108,1229,1,13/6/1978,SP,1,Nao fez,800.0,Conservador,0.5383,1,Elisabeth Assis,0
3109,2445,0,24/1/1976,CE,1,Graducao,4000.0,Arrojado,0.7095,1,Guilherme Froszen,0
3110,1934,1,6/11/1998,BA,0,Doutorado,10074.24,,0.5741,1,Maria Asimov,0
3111,1710,0,3/6/1971,CE,1,Fundamental,1600.0,Moderado,0.0417,1,Silvio Assis,0
3112,1736,1,8/3/1979,MG,1,Medio,2400.0,Conservador,0.2102,1,Julia Aurelio,0
3113,201,0,3/10/1988,AC,1,Medio,2400.0,Conservador,0.2453,1,Alberto Yamato,0
3114,1127,0,26/5/1976,RJ,1,Doutorado,6400.0,Arrojado,0.3098,1,Antonio Bryant,0
3115,2224,1,17/1/1941,SP,1,Pos Doutorado,7200.0,,0.2824,1,Maria Nazare,0
3116,2336,1,19/9/1984,CE,1,Mestrado,5600.0,Conservador,0.5938,1,,0
3117,2355,0,17/11/1944,RJ,0,Tecnologo,3280.0,Arrojado,0.025,1,,0
3118,1204,0,16/10/2006,AC,1,Mestrado,5600.0,Conservador,0.5039,1,Francisco Akuma,0
3119,2403,0,25/9/2006,AC,1,Pos Doutorado,7200.0,Arrojado,0.723,1,Marco Akuma,0
3120,2245,0,7/12/2001,AC,1,MBA,4800.0,Arrojado,0.0828,1,Vlad Froszen,0
3121,2424,1,19/10/2008,AC,0,Tecnologo,5707.2,Conservador,0.7835,1,Gabriela Bryant,0
3122,583,0,26/4/1989,BA,1,Graducao,4000.0,Arrojado,0.0236,1,Francisco Aurelio,0
3123,2140,0,23/12/1957,SP,0,Nao fez,848.4,,0.0605,1,Silvio Bryant,0
3124,1027,1,8/3/2008,SP,0,Doutorado,7019.52,Moderado,0.0968,1,Gabriela Asimov,0
3125,2060,0,26/12/1977,SP,0,Nao fez,821.36,,0.0267,1,Kant Froszen,0
3126,127,1,14/12/1987,BA,1,Pos Doutorado,7200.0,,0.7308,1,Irene Akuma,0
3127,47,1,15/2/2010,AC,0,Graducao,4251.6,Arrojado,0.0629,1,Antonieta Akuma,0
3128,1685,1,18/12/1961,BA,0,Graducao,4189.6,Arrojado,0.0474,1,Maria Nazare,0
3129,1722,1,22/12/1978,RJ,0,Graducao,6266.8,,0.5667,1,Irene Froszen,0
3130,570,1,20/9/1996,CE,1,Fundamental,1600.0,Conservador,0.7138,1,Antonieta Aurelio,0
3131,1749,1,26/10/1960,MG,0,Fundamental,1679.2,Moderado,0.0495,1,Irene Assis,0
3132,1535,1,7/11/1992,MG,1,Tecnologo,3200.0,,0.4902,1,Julia Bryant,0
3133,873,1,13/4/1994,RJ,1,Nao fez,800.0,Arrojado,0.736,1,Gabriela Santos,0
3134,1173,1,13/9/1974,AC,1,Medio,2400.0,Moderado,0.3356,1,Ana Assis,0
3135,1997,0,10/2/2009,RJ,0,Pos Doutorado,9600.48,Conservador,0.3334,1,John Assis,0
3136,1977,1,6/3/1935,AC,0,Graducao,6105.2,Arrojado,0.5263,1,Elisabeth Nazare,0
3137,1283,0,27/1/1952,MG,1,MBA,4800.0,Moderado,0.6861,1,Silvio Asimov,0
3138,663,0,3/10/1991,MG,0,MBA,6679.68,Arrojado,0.3916,1,John Targino,0
3139,1573,1,21/10/1937,AC,0,Medio,2952.72,Moderado,0.2303,1,Ana Buda,0
3140,2347,1,11/7/1997,RJ,1,MBA,4800.0,Arrojado,0.4884,1,Antonieta Assis,0
3141,537,0,28/11/1980,MG,1,Nao fez,800.0,,0.1584,1,Marco Bardeen,0
3142,815,1,26/4/1989,MG,0,Graducao,4979.6,Moderado,0.2449,1,Maria Akuma,0
3143,1632,1,25/7/2015,CE,1,MBA,4800.0,Moderado,0.7411,1,Elisabeth Bryant,0
3144,2438,0,8/6/1983,AC,1,MBA,4800.0,Arrojado,0.7896,1,John Bardeen,0
3145,975,1,4/6/1980,SP,1,MBA,4800.0,Arrojado,0.3354,1,Ana Buda,0
3146,2302,1,11/10/2003,RJ,1,Doutorado,6400.0,Arrojado,0.247,1,,0
3147,1601,0,20/8/1940,CE,0,Fundamental,2855.68,Moderado,0.7848,1,Vlad Buda,0
3148,188,1,6/5/2017,BA,0,Graducao,4459.2,,0.1148,1,Ana Yamato,0
3149,2145,0,11/10/1998,BA,0,Fundamental,2668.8,,0.668,1,Isaac Froszen,0
3150,1098,0,14/1/1944,MG,1,Fundamental,1600.0,Moderado,0.5091,1,Andre Bardeen,0
3151,2151,0,20/4/1958,SP,1,Tecnologo,3200.0,Conservador,0.3337,1,Guilherme Assis,0
3152,1244,0,19/4/1961,RJ,1,Tecnologo,3200.0,Conservador,0.7296,1,Kobe Akuma,0
3153,368,1,26/5/1972,MG,0,Nao fez,839.2,,0.049,1,Ana Akuma,0
3154,496,1,11/1/1969,MG,1,Nao fez,800.0,Moderado,0.1128,1,,0
3155,762,0,5/1/1934,SP,1,Fundamental,1600.0,Arrojado,0.2021,1,Andre Assis,0
3156,2298,0,21/4/1963,MG,0,Graducao,5505.2,Conservador,0.3763,1,Guilherme Buda,0
3157,1963,1,27/4/1961,AC,1,Mestrado,5600.0,,0.5347,1,Julia Nazare,0
3158,582,1,3/3/1967,MG,0,MBA,6808.8,Conservador,0.4185,1,Maria Aurelio,0
3159,538,1,27/5/1965,SP,0,Graducao,4927.6,Arrojado,0.2319,1,Antonieta Santos,0
3160,1224,1,22/12/2016,MG,1,Medio,2400.0,,0.6406,1,,0
3161,648,1,14/10/1934,SP,1,Tecnologo,3200.0,Conservador,0.1944,1,Carlota Buda,0
3162,1230,0,22/10/1946,MG,0,Nao fez,1181.76,Conservador,0.4772,1,,0
3163,2099,1,14/2/1982,CE,0,Nao fez,1039.04,Moderado,0.2988,1,Maria Akuma,0
3164,1215,0,5/11/1996,MG,0,MBA,7356.96,Moderado,0.5327,1,Isaac Yamato,0
3165,1406,1,4/2/1988,CE,1,Fundamental,1600.0,Moderado,0.1654,1,Ana Froszen,0
3166,2382,1,16/1/1946,RJ,0,Doutorado,9368.32,Conservador,0.4638,1,,0
3167,773,1,25/4/1950,MG,0,Medio,3743.76,Arrojado,0.5599,1,Elisabeth Assis,0
3168,1457,0,1/7/2006,CE,1,Pos Doutorado,7200.0,Moderado,0.0356,1,Vlad Akuma,0
3169,663,1,7/11/2019,CE,1,Tecnologo,3200.0,Arrojado,0.3129,1,Irene Bardeen,0
3170,287,1,10/11/1964,CE,0,Tecnologo,4493.12,,0.4041,1,Julia Buda,0
3171,2302,0,15/9/1984,AC,0,Tecnologo,5661.76,Moderado,0.7693,1,Silvio Yamato,0
3172,2339,1,11/6/2015,MG,0,Graducao,4463.6,,0.1159,1,Maria Buda,0
3173,1127,0,4/6/1932,SP,0,Doutorado,7107.2,Arrojado,0.1105,1,Vlad Targino,0
3174,11,1,2/1/1961,MG,0,Tecnologo,4870.72,Moderado,0.5221,1,Ana Aurelio,0
3175,1796,1,24/6/2018,CE,0,MBA,7986.24,Conservador,0.6638,1,Maria Akuma,0
3176,1705,0,17/3/1934,BA,1,MBA,4800.0,Arrojado,0.5921,1,Guilherme Froszen,0
3177,532,1,9/4/1970,CE,0,Fundamental,1867.2,Moderado,0.167,1,Maria Nazare,0
3178,218,0,16/12/1985,MG,0,Tecnologo,4165.12,Conservador,0.3016,1,Marco Targino,0
3179,1256,0,8/6/2017,AC,0,Graducao,5146.8,Moderado,0.2867,1,Vlad Assis,0
3180,407,0,22/11/1956,BA,0,Pos Doutorado,9267.12,Conservador,0.2871,1,,0
3181,592,1,3/6/2002,MG,0,Tecnologo,4463.36,Moderado,0.3948,1,,0
3182,283,0,3/10/1994,MG,1,Fundamental,1600.0,Moderado,0.6993,1,Guilherme Akuma,0
3183,405,1,20/12/1946,AC,0,MBA,6029.76,Arrojado,0.2562,1,Elisabeth Asimov,0
3184,1585,0,10/4/1971,BA,1,Graducao,4000.0,,0.2716,1,Antonio Akuma,0
3185,2347,1,21/10/1986,RJ,0,MBA,4822.56,Arrojado,0.0047,1,Carlota Assis,0
3186,700,0,4/2/2004,BA,1,Medio,2400.0,Moderado,0.2926,1,Andre Froszen,0
3187,1272,1,1/3/1939,SP,1,Fundamental,1600.0,,0.4362,1,,0
3188,1342,1,2/5/1933,BA,0,Mestrado,9114.0,Moderado,0.6275,1,Carlota Bardeen,0
3189,1059,0,19/10/1933,CE,1,Nao fez,800.0,Moderado,0.0115,1,Francisco Asimov,0
3190,1217,1,8/9/1991,CE,1,Graducao,4000.0,Arrojado,0.4476,1,Maria Assis,0
3191,664,0,15/9/2015,AC,0,Fundamental,2857.28,Arrojado,0.7858,1,Kobe Akuma,0
3192,648,1,16/1/1985,AC,1,Mestrado,5600.0,Moderado,0.4092,1,Ana Bardeen,0
3193,319,0,13/2/1964,BA,1,Nao fez,800.0,Arrojado,0.3701,1,Kobe Assis,0
3194,1659,0,15/1/1945,SP,1,Graducao,4000.0,Arrojado,0.1151,1,Rafael Nazare,0
3195,978,1,6/1/1949,RJ,0,Medio,3871.92,,0.6133,1,Gabriela Froszen,0
3196,2250,1,27/7/1984,CE,0,Mestrado,7056.0,,0.26,1,Julia Buda,0
3197,2210,1,8/7/2012,AC,1,Graducao,4000.0,Arrojado,0.0802,1,Julia Nazare,0
3198,1119,1,12/10/1937,BA,0,Graducao,5065.2,Moderado,0.2663,1,Antonieta Bryant,0
3199,1455,1,27/3/1966,CE,1,Fundamental,1600.0,Moderado,0.1466,1,Gabriela Santos,0
3200,331,0,9/6/2001,RJ,0,Doutorado,8628.48,,0.3482,1,Antonio Assis,0
3201,900,1,20/8/2014,MG,0,MBA,8141.76,Moderado,0.6962,1,Maria Assis,0
3202,2047,1,4/6/1966,RJ,0,MBA,6418.56,Arrojado,0.3372,1,,0
3203,1012,1,18/2/2001,AC,0,Graducao,6141.2,Arrojado,0.5353,1,Antonieta Akuma,0
3204,1433,0,10/10/1947,BA,1,Fundamental,1600.0,,0.6332,1,Rafael Aurelio,0
3205,5,1,20/11/2019,AC,0,Nao fez,1172.64,Moderado,0.4658,1,Irene Aurelio,0
3206,1860,0,26/4/1996,CE,1,Pos Doutorado,7200.0,Conservador,0.1274,1,Kant Assis,0
3207,406,0,14/8/1935,AC,0,Pos Doutorado,12931.2,Moderado,0.796,1,Rafael Froszen,0
3208,369,1,26/4/1969,CE,0,Medio,3821.28,,0.5922,1,,0
3209,2384,1,12/2/1944,SP,0,Medio,4014.48,Arrojado,0.6727,1,Elisabeth Bryant,0
3210,1679,1,4/11/1968,RJ,0,Graducao,4163.6,Conservador,0.0409,1,Julia Asimov,0
3211,2085,1,15/1/1988,CE,0,Tecnologo,5690.24,Arrojado,0.7782,1,Gabriela Bardeen,0
3212,1150,1,24/5/1971,MG,1,Pos Doutorado,7200.0,Moderado,0.0452,1,Antonieta Bardeen,0
3213,175,1,13/3/1991,MG,0,MBA,8022.72,Conservador,0.6714,1,Isabel Akuma,0
3214,1198,1,4/1/1990,RJ,0,Pos Doutorado,9005.76,Moderado,0.2508,1,Carlota Froszen,0
3215,1561,0,13/4/1939,MG,1,Doutorado,6400.0,Moderado,0.1577,1,,0
3216,1401,0,28/5/1972,CE,0,Tecnologo,4954.56,Conservador,0.5483,1,Vlad Aurelio,0
3217,28,0,18/1/1949,RJ,1,Pos Doutorado,7200.0,,0.4834,1,Andre Bryant,0
3218,1862,0,21/9/2002,MG,0,Doutorado,11361.92,Moderado,0.7753,1,John Asimov,0
3219,666,1,9/6/1985,RJ,1,MBA,4800.0,,0.2832,1,Ana Yamato,0
3220,1493,1,24/3/1949,RJ,0,MBA,8528.64,Arrojado,0.7768,1,Carlota Asimov,0
3221,39,1,19/10/1979,SP,1,Graducao,4000.0,Conservador,0.7441,1,Carlota Nazare,0
3222,2154,1,21/11/1977,BA,0,MBA,7602.24,Arrojado,0.5838,1,Irene Santos,0
3223,382,0,24/12/2013,SP,1,Pos Doutorado,7200.0,,0.6006,1,Antonio Froszen,0
3224,1892,1,24/10/1944,AC,1,Doutorado,6400.0,,0.2831,1,Julia Santos,0
3225,579,0,22/4/2005,CE,0,MBA,7317.6,Arrojado,0.5245,1,,0
3226,238,1,13/1/1939,CE,0,Tecnologo,3623.68,Moderado,0.1324,1,Gabriela Buda,0
3227,1286,0,19/3/1976,CE,1,Graducao,4000.0,Moderado,0.3817,1,Isaac Asimov,0
3228,1249,1,18/8/2003,SP,0,Graducao,6703.6,Arrojado,0.6759,1,Isabel Buda,0
3229,266,0,2/5/1993,BA,1,Doutorado,6400.0,Arrojado,0.0391,1,Silvio Assis,0
3230,816,0,11/2/1973,SP,1,Tecnologo,3200.0,Conservador,0.2514,1,Kobe Asimov,0
3231,1362,0,15/11/1955,MG,1,Nao fez,800.0,Conservador,0.3592,1,Andre Asimov,0
3232,2102,0,7/11/1965,MG,1,Graducao,4000.0,Moderado,0.5438,1,Alberto Assis,0
3233,1849,1,26/4/1940,BA,1,Pos Doutorado,7200.0,Moderado,0.7784,1,,0
3234,278,0,5/7/1968,CE,0,Pos Doutorado,7454.16,Arrojado,0.0353,1,Kobe Assis,0
3235,318,1,24/5/1961,MG,0,MBA,5169.6,Conservador,0.077,1,Gabriela Assis,0
3236,1880,1,25/11/2000,CE,0,Nao fez,858.48,,0.0731,1,Elisabeth Bryant,0
3237,2125,1,23/5/1967,RJ,0,Fundamental,2352.0,,0.47,1,Carlota Bryant,0
3238,2093,0,13/4/1932,AC,1,Graducao,4000.0,,0.7895,1,Marco Bardeen,0
3239,1304,1,7/7/1989,CE,1,Fundamental,1600.0,Conservador,0.4165,1,Elisabeth Asimov,0
3240,2429,0,13/3/1970,AC,0,Nao fez,1047.52,Moderado,0.3094,1,,0
3241,2270,1,1/5/1980,AC,1,Pos Doutorado,7200.0,Conservador,0.0861,1,Gabriela Targino,0
3242,1312,1,21/11/1953,AC,0,Doutorado,7347.84,Arrojado,0.1481,1,,0
3243,715,0,6/1/1944,CE,1,Tecnologo,3200.0,Moderado,0.4548,1,Andre Aurelio,0
3244,196,0,13/8/2012,MG,1,Mestrado,5600.0,,0.4507,1,Vlad Akuma,0
3245,2182,1,18/6/1945,AC,1,Graducao,4000.0,Moderado,0.3286,1,,0
3246,1217,1,1/4/1946,RJ,1,Nao fez,800.0,Moderado,0.5464,1,,0
3247,711,0,15/7/1992,RJ,1,Mestrado,5600.0,Conservador,0.672,1,Guilherme Asimov,0
3248,351,1,28/7/1991,CE,0,Fundamental,1664.48,,0.0403,1,Maria Froszen,0
3249,1782,0,26/11/1973,BA,1,MBA,4800.0,Moderado,0.6005,1,Kant Asimov,0
3250,125,1,23/1/1985,RJ,0,Doutorado,8228.48,,0.2857,1,Elisabeth Yamato,0
3251,1926,0,19/1/1991,RJ,1,Tecnologo,3200.0,Conservador,0.682,1,Guilherme Assis,0
3252,1776,0,26/7/1963,RJ,1,MBA,4800.0,Moderado,0.6431,1,Kant Buda,0
3253,1417,0,2/10/1992,AC,1,Medio,2400.0,Moderado,0.5223,1,Kant Targino,0
3254,233,1,3/12/1974,SP,1,Doutorado,6400.0,,0.2202,1,Julia Yamato,0
3255,1029,1,21/2/1936,AC,0,Pos Doutorado,7665.84,Conservador,0.0647,1,Antonieta Santos,0
3256,118,0,27/10/2006,CE,0,Medio,2424.0,,0.01,1,Alberto Asimov,0
3257,2437,1,8/7/1935,RJ,0,Medio,2852.16,Arrojado,0.1884,1,Antonieta Buda,0
3258,1199,0,24/9/1966,BA,1,Mestrado,5600.0,Conservador,0.1479,1,Alberto Bardeen,0
3259,780,0,22/6/1943,AC,1,Medio,2400.0,Arrojado,0.7235,1,Kant Assis,0
3260,97,1,8/7/2009,RJ,0,Fundamental,1622.08,Arrojado,0.0138,1,Ana Bardeen,0
3261,1067,0,22/7/1938,MG,0,Tecnologo,3957.12,,0.2366,1,Silvio Assis,0
3262,499,0,6/6/2020,RJ,1,Medio,2400.0,Arrojado,0.1926,1,Kant Aurelio,0
3263,1078,1,26/8/1980,RJ,0,Fundamental,1850.88,Arrojado,0.1568,1,Irene Buda,0
3264,2160,0,24/2/2014,RJ,0,MBA,6892.8,Arrojado,0.436,1,,0
3265,1799,1,9/10/1948,AC,0,Nao fez,1218.8,Conservador,0.5235,1,Irene Assis,0
3266,1298,0,2/2/1936,BA,1,Fundamental,1600.0,Conservador,0.5083,1,Kant Targino,0
3267,2126,0,9/4/1937,AC,0,Fundamental,2118.56,Arrojado,0.3241,1,Guilherme Bardeen,0
3268,1840,0,8/8/1985,RJ,1,Tecnologo,3200.0,Conservador,0.1343,1,Isaac Nazare,0
3269,2407,0,4/12/1971,AC,0,Nao fez,804.32,Arrojado,0.0054,1,Kant Yamato,0
3270,2381,1,17/10/1983,CE,1,Nao fez,800.0,Moderado,0.5385,1,,0
3271,23,1,28/3/2008,RJ,0,Fundamental,1951.2,Arrojado,0.2195,1,Julia Targino,0
3272,1973,0,25/3/1990,CE,1,Tecnologo,3200.0,Moderado,0.1288,1,Alberto Bryant,0
3273,1953,1,2/4/2019,SP,0,Mestrado,9031.12,Conservador,0.6127,1,Elisabeth Yamato,0
3274,344,1,13/11/1939,CE,0,Nao fez,1285.52,Arrojado,0.6069,1,Maria Santos,0
3275,311,1,3/9/1941,MG,0,Doutorado,8877.44,Conservador,0.3871,1,Gabriela Bryant,0
3276,1387,1,23/1/2011,MG,0,Doutorado,10067.84,Arrojado,0.5731,1,Irene Asimov,0
3277,975,0,4/2/2021,CE,1,Doutorado,6400.0,Conservador,0.3441,1,Antonio Nazare,0
3278,1893,1,14/10/2020,AC,0,Mestrado,7034.72,Conservador,0.2562,1,,0
3279,1033,0,10/10/2015,MG,0,Doutorado,8788.48,Conservador,0.3732,1,,0
3280,2103,1,3/8/1965,RJ,1,Pos Doutorado,7200.0,Arrojado,0.2005,1,Antonieta Assis,0
3281,1444,0,25/7/1971,MG,0,Fundamental,1834.72,,0.1467,1,Alberto Targino,0
3282,1543,1,8/12/1992,BA,0,MBA,7193.28,Moderado,0.4986,1,Elisabeth Aurelio,0
3283,443,1,3/6/2021,SP,0,Pos Doutorado,7751.52,Arrojado,0.0766,1,Irene Yamato,0
3284,2223,1,21/12/2004,AC,0,MBA,5871.36,Moderado,0.2232,1,Carlota Targino,0
3285,478,0,18/6/1962,RJ,1,MBA,4800.0,,0.6032,1,Vlad Froszen,0
3286,401,1,1/12/1959,SP,1,Mestrado,5600.0,Conservador,0.5803,1,,0
3287,816,1,20/6/1970,SP,1,Tecnologo,3200.0,,0.4237,1,,0
3288,2316,0,8/8/2021,SP,1,MBA,4800.0,Conservador,0.7694,1,Isaac Nazare,0
3289,679,0,3/5/1992,SP,1,Pos Doutorado,7200.0,Moderado,0.5465,1,Rafael Santos,0
3290,1785,1,16/6/2014,SP,0,Mestrado,9072.0,Conservador,0.62,1,Gabriela Aurelio,0
3291,2208,0,26/9/1981,BA,0,Graducao,6648.8,Conservador,0.6622,1,Marco Targino,0
3292,1609,1,21/10/1951,AC,1,Nao fez,800.0,Conservador,0.3605,1,Gabriela Froszen,0
3293,1764,0,17/4/2021,CE,1,MBA,4800.0,Arrojado,0.2418,1,Kant Akuma,0
3294,2141,1,21/8/2000,AC,1,MBA,4800.0,Conservador,0.2833,1,Carlota Assis,0
3295,1584,1,25/12/1939,CE,0,Medio,3243.12,Arrojado,0.3513,1,Ana Akuma,0
3296,575,1,20/3/2015,CE,1,Doutorado,6400.0,,0.576,1,Elisabeth Aurelio,0
3297,1231,0,22/3/1974,CE,1,Doutorado,6400.0,,0.7903,1,Antonio Aurelio,0
3298,1164,0,10/9/1991,RJ,1,MBA,4800.0,,0.0016,1,Antonio Asimov,0
3299,686,1,25/12/1936,BA,1,MBA,4800.0,,0.7138,1,Irene Bryant,0
3300,1337,0,7/5/2016,CE,1,Mestrado,5600.0,Arrojado,0.0416,1,Kant Asimov,0
3301,2235,0,5/3/1958,MG,1,Doutorado,6400.0,Moderado,0.3007,1,,0
3302,538,0,22/1/2013,AC,1,Fundamental,1600.0,Moderado,0.6687,1,Rafael Santos,0
3303,313,0,9/3/1965,SP,1,Medio,2400.0,Arrojado,0.5286,1,Rafael Assis,0
3304,2415,1,22/4/2000,BA,1,Medio,2400.0,Arrojado,0.1337,1,Maria Aurelio,0
3305,1462,0,26/7/1999,SP,1,Pos Doutorado,7200.0,,0.1621,1,Andre Asimov,0
3306,693,0,9/8/1935,MG,1,Mestrado,5600.0,Arrojado,0.662,1,John Targino,0
3307,1703,0,2/12/2016,CE,1,Pos Doutorado,7200.0,,0.222,1,,0
3308,1733,1,19/6/2013,CE,0,Graducao,5324.8,,0.3312,1,Carlota Targino,0
3309,2479,1,4/1/1956,CE,1,Medio,2400.0,Conservador,0.353,1,Carlota Asimov,0
3310,307,0,16/6/1997,AC,1,Mestrado,5600.0,Arrojado,0.6794,1,Rafael Buda,0
3311,1790,1,22/12/2014,MG,0,Fundamental,2636.0,,0.6475,1,,0
3312,781,0,23/10/2002,AC,1,Pos Doutorado,7200.0,Moderado,0.6726,1,Andre Buda,0
3313,1310,0,18/9/1951,CE,0,Tecnologo,3515.84,,0.0987,1,Antonio Bryant,0
3314,1333,1,24/11/1994,AC,0,Graducao,7165.2,Arrojado,0.7913,1,Isabel Bardeen,0
3315,303,0,13/4/2000,MG,0,MBA,7944.48,Moderado,0.6551,1,Antonio Targino,0
3316,54,1,4/2/1952,MG,1,Graducao,4000.0,Conservador,0.0359,1,Julia Yamato,0
3317,211,0,21/9/1971,SP,1,Mestrado,5600.0,,0.7797,1,Rafael Akuma,0
3318,234,0,23/4/1960,MG,0,MBA,7605.12,,0.5844,1,Kant Nazare,0
3319,1596,0,19/6/1986,BA,0,Fundamental,1753.6,Arrojado,0.096,1,Rafael Bardeen,0
3320,2041,1,11/2/2011,AC,0,Mestrado,9161.6,Moderado,0.636,1,,0
3321,2414,1,24/1/1942,MG,1,Fundamental,1600.0,Arrojado,0.616,1,Julia Nazare,0
3322,436,1,20/6/1973,MG,0,MBA,5440.32,Conservador,0.1334,1,Elisabeth Bardeen,0
3323,1053,0,21/10/2004,CE,0,Pos Doutorado,11188.08,,0.5539,1,Francisco Nazare,0
3324,2235,0,12/5/1943,CE,1,Fundamental,1600.0,Moderado,0.1806,1,Alberto Targino,0
3325,1781,1,2/11/2008,AC,1,Nao fez,800.0,Arrojado,0.4369,1,Maria Aurelio,0
3326,49,1,2/1/1943,MG,0,Doutorado,11261.44,Arrojado,0.7596,1,Maria Targino,0
3327,528,1,21/5/1949,CE,1,Tecnologo,3200.0,,0.262,1,Isabel Aurelio,0
3328,1061,1,7/7/1941,AC,1,Doutorado,6400.0,Arrojado,0.6828,1,,0
3329,1209,1,5/11/1948,SP,1,Pos Doutorado,7200.0,Arrojado,0.3465,1,,0
3330,1063,0,12/10/1977,SP,1,Doutorado,6400.0,Moderado,0.1778,1,,0
3331,273,1,6/2/1934,RJ,0,Pos Doutorado,8609.04,Moderado,0.1957,1,Carlota Targino,0
3332,2349,0,9/11/1946,AC,1,Tecnologo,3200.0,,0.2851,1,,0
3333,1824,0,1/6/1948,MG,1,Fundamental,1600.0,Arrojado,0.1097,1,Rafael Aurelio,0
3334,1698,0,4/11/2009,CE,0,Pos Doutorado,11334.24,Arrojado,0.5742,1,Antonio Asimov,0
3335,1853,0,20/4/1997,BA,0,Pos Doutorado,12741.12,Conservador,0.7696,1,Isaac Assis,0
3336,102,0,2/7/1953,SP,0,Mestrado,8885.52,Moderado,0.5867,1,Kobe Nazare,0
3337,1018,0,12/10/1969,AC,1,Pos Doutorado,7200.0,Conservador,0.2611,1,Kobe Targino,0
3338,584,0,7/12/2013,AC,0,MBA,6047.52,Conservador,0.2599,1,John Akuma,0
3339,1058,0,15/3/1979,CE,1,Nao fez,800.0,Moderado,0.5561,1,Kant Targino,0
3340,1411,1,9/11/1961,MG,1,Tecnologo,3200.0,,0.4158,1,Maria Asimov,0
3341,2011,0,6/7/1969,AC,1,MBA,4800.0,Moderado,0.4733,1,Kant Bardeen,0
3342,2292,0,24/1/2005,AC,1,Graducao,4000.0,Arrojado,0.5598,1,Kant Aurelio,0
3343,1529,0,25/3/1992,RJ,0,Nao fez,1406.8,Moderado,0.7585,1,Silvio Akuma,0
3344,537,1,26/3/1954,AC,0,Graducao,6718.0,Arrojado,0.6795,1,Irene Nazare,0
3345,2386,0,23/3/1943,MG,0,Fundamental,2201.6,Moderado,0.376,1,Kant Yamato,0
3346,1438,0,21/4/1964,SP,1,Doutorado,6400.0,,0.6248,1,Guilherme Bardeen,0
3347,1650,0,23/1/1982,CE,0,Graducao,4538.0,,0.1345,1,Francisco Akuma,0
3348,1691,1,2/1/2015,CE,1,Pos Doutorado,7200.0,Moderado,0.5938,1,,0
3349,2040,0,13/2/1959,SP,1,Doutorado,6400.0,Conservador,0.0799,1,Vlad Aurelio,0
