,idx,cpf,sex,birthday,stateBorn,parents,education,income,risk,save_profile,email,name,phone,percentage_save
3176,3176,1705,0,17/3/1934,BA,1,MBA,4800.0,Arrojado,0.5921,1,Guilherme Froszen,0,0.00012335416666666666
3177,3177,532,1,9/4/1970,CE,0,Fundamental,1867.2,Moderado,0.16699999999999998,1,Maria Nazare,0,8.943873179091686e-05
3178,3178,218,0,16/12/1985,MG,0,Tecnologo,4165.12,Conservador,0.3016,1,Marco Targino,0,7.241087891825445e-05
3179,3179,1256,0,8/6/2017,AC,0,Graducao,5146.8,Moderado,0.2867,1,Vlad Assis,0,5.570451542706147e-05
3180,3180,407,0,22/11/1956,BA,0,Pos Doutorado,9267.12,Conservador,0.2871,1,,0,3.0980498795742365e-05
3181,3181,592,1,3/6/2002,MG,0,Tecnologo,4463.36,Moderado,0.3948,1,,0,8.845354172641239e-05
3182,3182,283,0,3/10/1994,MG,1,Fundamental,1600.0,Moderado,0.6993,1,Guilherme Akuma,0,0.0004370625
3183,3183,405,1,20/12/1946,AC,0,MBA,6029.76,Arrojado,0.2562,1,Elisabeth Asimov,0,4.248925330361407e-05
3184,3184,1585,0,10/4/1971,BA,1,Graducao,4000.0,,0.2716,1,Antonio Akuma,0,6.79e-05
3185,3185,2347,1,21/10/1986,RJ,0,MBA,4822.56,Arrojado,0.0047,1,Carlota Assis,0,9.74586111940546e-07
3186,3186,700,0,4/2/2004,BA,1,Medio,2400.0,Moderado,0.2926,1,Andre Froszen,0,0.00012191666666666667
3187,3187,1272,1,1/3/1939,SP,1,Fundamental,1600.0,,0.4362,1,,0,0.00027262499999999997
3188,3188,1342,1,2/5/1933,BA,0,Mestrado,9114.0,Moderado,0.6275,1,Carlota Bardeen,0,6.885012069343866e-05
3189,3189,1059,0,19/10/1933,CE,1,Nao fez,800.0,Moderado,0.0115,1,Francisco Asimov,0,1.4375e-05
3190,3190,1217,1,8/9/1991,CE,1,Graducao,4000.0,Arrojado,0.4476,1,Maria Assis,0,0.0001119
3191,3191,664,0,15/9/2015,AC,0,Fundamental,2857.28,Arrojado,0.7858,1,Kobe Akuma,0,0.00027501679919363873
3192,3192,648,1,16/1/1985,AC,1,Mestrado,5600.0,Moderado,0.4092,1,Ana Bardeen,0,7.307142857142857e-05
3193,3193,319,0,13/2/1964,BA,1,Nao fez,800.0,Arrojado,0.3701,1,Kobe Assis,0,0.000462625
3194,3194,1659,0,15/1/1945,SP,1,Graducao,4000.0,Arrojado,0.1151,1,Rafael Nazare,0,2.8774999999999998e-05
3195,3195,978,1,6/1/1949,RJ,0,Medio,3871.92,,0.6133,1,Gabriela Froszen,0,0.00015839686770387817
3196,3196,2250,1,27/7/1984,CE,0,Mestrado,7056.0,,0.26,1,Julia Buda,0,3.684807256235828e-05
3197,3197,2210,1,8/7/2012,AC,1,Graducao,4000.0,Arrojado,0.0802,1,Julia Nazare,0,2.005e-05
3198,3198,1119,1,12/10/1937,BA,0,Graducao,5065.2,Moderado,0.2663,1,Antonieta Bryant,0,5.257442944010108e-05
3199,3199,1455,1,27/3/1966,CE,1,Fundamental,1600.0,Moderado,0.1466,1,Gabriela Santos,0,9.1625e-05
3200,3200,331,0,9/6/2001,RJ,0,Doutorado,8628.48,,0.3482,1,Antonio Assis,0,4.0354732235573364e-05
3201,3201,900,1,20/8/2014,MG,0,MBA,8141.76,Moderado,0.6962,1,Maria Assis,0,8.550976693000039e-05
3202,3202,2047,1,4/6/1966,RJ,0,MBA,6418.56,Arrojado,0.3372,1,,0,5.253514807059527e-05
3203,3203,1012,1,18/2/2001,AC,0,Graducao,6141.2,Arrojado,0.5353,1,Antonieta Akuma,0,8.716537484530711e-05
3204,3204,1433,0,10/10/1947,BA,1,Fundamental,1600.0,,0.6332,1,Rafael Aurelio,0,0.00039575
3205,3205,5,1,20/11/2019,AC,0,Nao fez,1172.64,Moderado,0.4658,1,Irene Aurelio,0,0.00039722335925774317
3206,3206,1860,0,26/4/1996,CE,1,Pos Doutorado,7200.0,Conservador,0.1274,1,Kant Assis,0,1.7694444444444447e-05
3207,3207,406,0,14/8/1935,AC,0,Pos Doutorado,12931.2,Moderado,0.7959999999999999,1,Rafael Froszen,0,6.155654540955208e-05
3208,3208,369,1,26/4/1969,CE,0,Medio,3821.28,,0.5922,1,,0,0.00015497424946614744
3209,3209,2384,1,12/2/1944,SP,0,Medio,4014.48,Arrojado,0.6727,1,Elisabeth Bryant,0,0.0001675684023833722
3210,3210,1679,1,4/11/1968,RJ,0,Graducao,4163.6,Conservador,0.0409,1,Julia Asimov,0,9.82322989720434e-06
3211,3211,2085,1,15/1/1988,CE,0,Tecnologo,5690.24,Arrojado,0.7782,1,Gabriela Bardeen,0,0.00013676048813406817
3212,3212,1150,1,24/5/1971,MG,1,Pos Doutorado,7200.0,Moderado,0.0452,1,Antonieta Bardeen,0,6.2777777777777774e-06
3213,3213,175,1,13/3/1991,MG,0,MBA,8022.72,Conservador,0.6714,1,Isabel Akuma,0,8.368732798851262e-05
3214,3214,1198,1,4/1/1990,RJ,0,Pos Doutorado,9005.76,Moderado,0.2508,1,Carlota Froszen,0,2.784884340688626e-05
3215,3215,1561,0,13/4/1939,MG,1,Doutorado,6400.0,Moderado,0.1577,1,,0,2.4640625e-05
3216,3216,1401,0,28/5/1972,CE,0,Tecnologo,4954.56,Conservador,0.5483,1,Vlad Aurelio,0,0.00011066573015565458
3217,3217,28,0,18/1/1949,RJ,1,Pos Doutorado,7200.0,,0.4834,1,Andre Bryant,0,6.713888888888889e-05
3218,3218,1862,0,21/9/2002,MG,0,Doutorado,11361.92,Moderado,0.7753,1,John Asimov,0,6.823670647214556e-05
3219,3219,666,1,9/6/1985,RJ,1,MBA,4800.0,,0.2832,1,Ana Yamato,0,5.9000000000000004e-05
3220,3220,1493,1,24/3/1949,RJ,0,MBA,8528.64,Arrojado,0.7768,1,Carlota Asimov,0,9.108134473960679e-05
3221,3221,39,1,19/10/1979,SP,1,Graducao,4000.0,Conservador,0.7441,1,Carlota Nazare,0,0.000186025
3222,3222,2154,1,21/11/1977,BA,0,MBA,7602.24,Arrojado,0.5838,1,Irene Santos,0,7.679315570147746e-05
3223,3223,382,0,24/12/2013,SP,1,Pos Doutorado,7200.0,,0.6006,1,Antonio Froszen,0,8.341666666666667e-05
3224,3224,1892,1,24/10/1944,AC,1,Doutorado,6400.0,,0.2831,1,Julia Santos,0,4.4234375e-05
3225,3225,579,0,22/4/2005,CE,0,MBA,7317.6,Arrojado,0.5245,1,,0,7.167650595823766e-05
3226,3226,238,1,13/1/1939,CE,0,Tecnologo,3623.68,Moderado,0.1324,1,Gabriela Buda,0,3.653744259978806e-05
3227,3227,1286,0,19/3/1976,CE,1,Graducao,4000.0,Moderado,0.3817,1,Isaac Asimov,0,9.5425e-05
3228,3228,1249,1,18/8/2003,SP,0,Graducao,6703.6,Arrojado,0.6759,1,Isabel Buda,0,0.00010082642162420191
3229,3229,266,0,2/5/1993,BA,1,Doutorado,6400.0,Arrojado,0.0391,1,Silvio Assis,0,6.109375e-06
3230,3230,816,0,11/2/1973,SP,1,Tecnologo,3200.0,Conservador,0.2514,1,Kobe Asimov,0,7.85625e-05
3231,3231,1362,0,15/11/1955,MG,1,Nao fez,800.0,Conservador,0.3592,1,Andre Asimov,0,0.000449
3232,3232,2102,0,7/11/1965,MG,1,Graducao,4000.0,Moderado,0.5438,1,Alberto Assis,0,0.00013595
3233,3233,1849,1,26/4/1940,BA,1,Pos Doutorado,7200.0,Moderado,0.7784,1,,0,0.00010811111111111111
3234,3234,278,0,5/7/1968,CE,0,Pos Doutorado,7454.16,Arrojado,0.0353,1,Kobe Assis,0,4.735610719383539e-06
3235,3235,318,1,24/5/1961,MG,0,MBA,5169.6,Conservador,0.077,1,Gabriela Assis,0,1.4894769421231816e-05
3236,3236,1880,1,25/11/2000,CE,0,Nao fez,858.48,,0.0731,1,Elisabeth Bryant,0,8.515049855558661e-05
3237,3237,2125,1,23/5/1967,RJ,0,Fundamental,2352.0,,0.47,1,Carlota Bryant,0,0.00019982993197278912
3238,3238,2093,0,13/4/1932,AC,1,Graducao,4000.0,,0.7895,1,Marco Bardeen,0,0.00019737499999999999
3239,3239,1304,1,7/7/1989,CE,1,Fundamental,1600.0,Conservador,0.4165,1,Elisabeth Asimov,0,0.00026031249999999996
3240,3240,2429,0,13/3/1970,AC,0,Nao fez,1047.52,Moderado,0.3094,1,,0,0.00029536428898732246
3241,3241,2270,1,1/5/1980,AC,1,Pos Doutorado,7200.0,Conservador,0.0861,1,Gabriela Targino,0,1.1958333333333332e-05
3242,3242,1312,1,21/11/1953,AC,0,Doutorado,7347.84,Arrojado,0.1481,1,,0,2.0155583137357374e-05
3243,3243,715,0,6/1/1944,CE,1,Tecnologo,3200.0,Moderado,0.4548,1,Andre Aurelio,0,0.000142125
3244,3244,196,0,13/8/2012,MG,1,Mestrado,5600.0,,0.4507,1,Vlad Akuma,0,8.048214285714286e-05
3245,3245,2182,1,18/6/1945,AC,1,Graducao,4000.0,Moderado,0.3286,1,,0,8.215e-05
3246,3246,1217,1,1/4/1946,RJ,1,Nao fez,800.0,Moderado,0.5464,1,,0,0.000683
3247,3247,711,0,15/7/1992,RJ,1,Mestrado,5600.0,Conservador,0.672,1,Guilherme Asimov,0,0.00012
3248,3248,351,1,28/7/1991,CE,0,Fundamental,1664.48,,0.0403,1,Maria Froszen,0,2.4211765836777853e-05
3249,3249,1782,0,26/11/1973,BA,1,MBA,4800.0,Moderado,0.6005,1,Kant Asimov,0,0.00012510416666666667
3250,3250,125,1,23/1/1985,RJ,0,Doutorado,8228.48,,0.2857,1,Elisabeth Yamato,0,3.472087189857665e-05
3251,3251,1926,0,19/1/1991,RJ,1,Tecnologo,3200.0,Conservador,0.682,1,Guilherme Assis,0,0.00021312500000000002
3252,3252,1776,0,26/7/1963,RJ,1,MBA,4800.0,Moderado,0.6431,1,Kant Buda,0,0.00013397916666666666
3253,3253,1417,0,2/10/1992,AC,1,Medio,2400.0,Moderado,0.5223,1,Kant Targino,0,0.000217625
3254,3254,233,1,3/12/1974,SP,1,Doutorado,6400.0,,0.2202,1,Julia Yamato,0,3.440625e-05
3255,3255,1029,1,21/2/1936,AC,0,Pos Doutorado,7665.84,Conservador,0.0647,1,Antonieta Santos,0,8.440040491322542e-06
3256,3256,118,0,27/10/2006,CE,0,Medio,2424.0,,0.01,1,Alberto Asimov,0,4.125412541254125e-06
3257,3257,2437,1,8/7/1935,RJ,0,Medio,2852.16,Arrojado,0.1884,1,Antonieta Buda,0,6.605520026926961e-05
3258,3258,1199,0,24/9/1966,BA,1,Mestrado,5600.0,Conservador,0.1479,1,Alberto Bardeen,0,2.6410714285714285e-05
3259,3259,780,0,22/6/1943,AC,1,Medio,2400.0,Arrojado,0.7235,1,Kant Assis,0,0.0003014583333333333
3260,3260,97,1,8/7/2009,RJ,0,Fundamental,1622.08,Arrojado,0.0138,1,Ana Bardeen,0,8.507595186427304e-06
3261,3261,1067,0,22/7/1938,MG,0,Tecnologo,3957.12,,0.2366,1,Silvio Assis,0,5.97909590813521e-05
3262,3262,499,0,6/6/2020,RJ,1,Medio,2400.0,Arrojado,0.1926,1,Kant Aurelio,0,8.025e-05
3263,3263,1078,1,26/8/1980,RJ,0,Fundamental,1850.88,Arrojado,0.1568,1,Irene Buda,0,8.471645919778699e-05
3264,3264,2160,0,24/2/2014,RJ,0,MBA,6892.8,Arrojado,0.436,1,,0,6.32544103992572e-05
3265,3265,1799,1,9/10/1948,AC,0,Nao fez,1218.8,Conservador,0.5235,1,Irene Assis,0,0.00042952084017065963
3266,3266,1298,0,2/2/1936,BA,1,Fundamental,1600.0,Conservador,0.5083,1,Kant Targino,0,0.0003176875
3267,3267,2126,0,9/4/1937,AC,0,Fundamental,2118.56,Arrojado,0.3241,1,Guilherme Bardeen,0,0.00015298127029680537
3268,3268,1840,0,8/8/1985,RJ,1,Tecnologo,3200.0,Conservador,0.1343,1,Isaac Nazare,0,4.196875e-05
3269,3269,2407,0,4/12/1971,AC,0,Nao fez,804.32,Arrojado,0.0054,1,Kant Yamato,0,6.713745772826736e-06
3270,3270,2381,1,17/10/1983,CE,1,Nao fez,800.0,Moderado,0.5385,1,,0,0.000673125
3271,3271,23,1,28/3/2008,RJ,0,Fundamental,1951.2,Arrojado,0.2195,1,Julia Targino,0,0.00011249487494874949
3272,3272,1973,0,25/3/1990,CE,1,Tecnologo,3200.0,Moderado,0.1288,1,Alberto Bryant,0,4.025e-05
3273,3273,1953,1,2/4/2019,SP,0,Mestrado,9031.12,Conservador,0.6127,1,Elisabeth Yamato,0,6.784319109922136e-05
3274,3274,344,1,13/11/1939,CE,0,Nao fez,1285.52,Arrojado,0.6069,1,Maria Santos,0,0.000472104673595121
3275,3275,311,1,3/9/1941,MG,0,Doutorado,8877.44,Conservador,0.3871,1,Gabriela Bryant,0,4.3604913128109e-05
3276,3276,1387,1,23/1/2011,MG,0,Doutorado,10067.84,Arrojado,0.5731,1,Irene Asimov,0,5.692382874578857e-05
3277,3277,975,0,4/2/2021,CE,1,Doutorado,6400.0,Conservador,0.3441,1,Antonio Nazare,0,5.3765625e-05
3278,3278,1893,1,14/10/2020,AC,0,Mestrado,7034.72,Conservador,0.2562,1,,0,3.641935997452635e-05
3279,3279,1033,0,10/10/2015,MG,0,Doutorado,8788.48,Conservador,0.3732,1,,0,4.246468103699388e-05
3280,3280,2103,1,3/8/1965,RJ,1,Pos Doutorado,7200.0,Arrojado,0.2005,1,Antonieta Assis,0,2.7847222222222224e-05
3281,3281,1444,0,25/7/1971,MG,0,Fundamental,1834.72,,0.1467,1,Alberto Targino,0,7.99577047178861e-05
3282,3282,1543,1,8/12/1992,BA,0,MBA,7193.28,Moderado,0.4986,1,Elisabeth Aurelio,0,6.93146937141332e-05
3283,3283,443,1,3/6/2021,SP,0,Pos Doutorado,7751.52,Arrojado,0.0766,1,Irene Yamato,0,9.881932833818398e-06
3284,3284,2223,1,21/12/2004,AC,0,MBA,5871.36,Moderado,0.2232,1,Carlota Targino,0,3.8015042511445394e-05
3285,3285,478,0,18/6/1962,RJ,1,MBA,4800.0,,0.6032,1,Vlad Froszen,0,0.00012566666666666667
3286,3286,401,1,1/12/1959,SP,1,Mestrado,5600.0,Conservador,0.5803,1,,0,0.00010362500000000001
3287,3287,816,1,20/6/1970,SP,1,Tecnologo,3200.0,,0.4237,1,,0,0.00013240625
3288,3288,2316,0,8/8/2021,SP,1,MBA,4800.0,Conservador,0.7694,1,Isaac Nazare,0,0.00016029166666666666
3289,3289,679,0,3/5/1992,SP,1,Pos Doutorado,7200.0,Moderado,0.5465,1,Rafael Santos,0,7.590277777777778e-05
3290,3290,1785,1,16/6/2014,SP,0,Mestrado,9072.0,Conservador,0.62,1,Gabriela Aurelio,0,6.834215167548501e-05
3291,3291,2208,0,26/9/1981,BA,0,Graducao,6648.8,Conservador,0.6622,1,Marco Targino,0,9.959691974491638e-05
3292,3292,1609,1,21/10/1951,AC,1,Nao fez,800.0,Conservador,0.3605,1,Gabriela Froszen,0,0.00045062499999999996
3293,3293,1764,0,17/4/2021,CE,1,MBA,4800.0,Arrojado,0.2418,1,Kant Akuma,0,5.0375e-05
3294,3294,2141,1,21/8/2000,AC,1,MBA,4800.0,Conservador,0.2833,1,Carlota Assis,0,5.9020833333333336e-05
3295,3295,1584,1,25/12/1939,CE,0,Medio,3243.12,Arrojado,0.3513,1,Ana Akuma,0,0.00010832161622141642
3296,3296,575,1,20/3/2015,CE,1,Doutorado,6400.0,,0.5760000000000001,1,Elisabeth Aurelio,0,9e-05
3297,3297,1231,0,22/3/1974,CE,1,Doutorado,6400.0,,0.7903,1,Antonio Aurelio,0,0.000123484375
3298,3298,1164,0,10/9/1991,RJ,1,MBA,4800.0,,0.0016,1,Antonio Asimov,0,3.3333333333333335e-07
3299,3299,686,1,25/12/1936,BA,1,MBA,4800.0,,0.7138,1,Irene Bryant,0,0.00014870833333333332
3300,3300,1337,0,7/5/2016,CE,1,Mestrado,5600.0,Arrojado,0.0416,1,Kant Asimov,0,7.428571428571428e-06
3301,3301,2235,0,5/3/1958,MG,1,Doutorado,6400.0,Moderado,0.3007,1,,0,4.6984375e-05
3302,3302,538,0,22/1/2013,AC,1,Fundamental,1600.0,Moderado,0.6687,1,Rafael Santos,0,0.00041793749999999996
3303,3303,313,0,9/3/1965,SP,1,Medio,2400.0,Arrojado,0.5286,1,Rafael Assis,0,0.00022025
3304,3304,2415,1,22/4/2000,BA,1,Medio,2400.0,Arrojado,0.1337,1,Maria Aurelio,0,5.570833333333334e-05
3305,3305,1462,0,26/7/1999,SP,1,Pos Doutorado,7200.0,,0.1621,1,Andre Asimov,0,2.251388888888889e-05
3306,3306,693,0,9/8/1935,MG,1,Mestrado,5600.0,Arrojado,0.662,1,John Targino,0,0.00011821428571428572
3307,3307,1703,0,2/12/2016,CE,1,Pos Doutorado,7200.0,,0.222,1,,0,3.0833333333333335e-05
3308,3308,1733,1,19/6/2013,CE,0,Graducao,5324.8,,0.3312,1,Carlota Targino,0,6.219951923076923e-05
3309,3309,2479,1,4/1/1956,CE,1,Medio,2400.0,Conservador,0.353,1,Carlota Asimov,0,0.00014708333333333332
3310,3310,307,0,16/6/1997,AC,1,Mestrado,5600.0,Arrojado,0.6794,1,Rafael Buda,0,0.00012132142857142858
3311,3311,1790,1,22/12/2014,MG,0,Fundamental,2636.0,,0.6475,1,,0,0.0002456373292867982
3312,3312,781,0,23/10/2002,AC,1,Pos Doutorado,7200.0,Moderado,0.6726,1,Andre Buda,0,9.341666666666667e-05
3313,3313,1310,0,18/9/1951,CE,0,Tecnologo,3515.84,,0.0987,1,Antonio Bryant,0,2.8072949849822516e-05
3314,3314,1333,1,24/11/1994,AC,0,Graducao,7165.2,Arrojado,0.7913,1,Isabel Bardeen,0,0.00011043655445765645
3315,3315,303,0,13/4/2000,MG,0,MBA,7944.48,Moderado,0.6551,1,Antonio Targino,0,8.245977080941736e-05
3316,3316,54,1,4/2/1952,MG,1,Graducao,4000.0,Conservador,0.0359,1,Julia Yamato,0,8.975e-06
3317,3317,211,0,21/9/1971,SP,1,Mestrado,5600.0,,0.7797,1,Rafael Akuma,0,0.00013923214285714285
3318,3318,234,0,23/4/1960,MG,0,MBA,7605.12,,0.5844,1,Kant Nazare,0,7.684296894723555e-05
3319,3319,1596,0,19/6/1986,BA,0,Fundamental,1753.6,Arrojado,0.096,1,Rafael Bardeen,0,5.474452554744526e-05
3320,3320,2041,1,11/2/2011,AC,0,Mestrado,9161.6,Moderado,0.636,1,,0,6.942018861334265e-05
3321,3321,2414,1,24/1/1942,MG,1,Fundamental,1600.0,Arrojado,0.616,1,Julia Nazare,0,0.000385
3322,3322,436,1,20/6/1973,MG,0,MBA,5440.32,Conservador,0.1334,1,Elisabeth Bardeen,0,2.4520616434327393e-05
3323,3323,1053,0,21/10/2004,CE,0,Pos Doutorado,11188.08,,0.5539,1,Francisco Nazare,0,4.950804785092705e-05
3324,3324,2235,0,12/5/1943,CE,1,Fundamental,1600.0,Moderado,0.1806,1,Alberto Targino,0,0.000112875
3325,3325,1781,1,2/11/2008,AC,1,Nao fez,800.0,Arrojado,0.4369,1,Maria Aurelio,0,0.0005461250000000001
3326,3326,49,1,2/1/1943,MG,0,Doutorado,11261.44,Arrojado,0.7596,1,Maria Targino,0,6.745140941122983e-05
3327,3327,528,1,21/5/1949,CE,1,Tecnologo,3200.0,,0.262,1,Isabel Aurelio,0,8.1875e-05
3328,3328,1061,1,7/7/1941,AC,1,Doutorado,6400.0,Arrojado,0.6828,1,,0,0.0001066875
3329,3329,1209,1,5/11/1948,SP,1,Pos Doutorado,7200.0,Arrojado,0.3465,1,,0,4.8125e-05
3330,3330,1063,0,12/10/1977,SP,1,Doutorado,6400.0,Moderado,0.1778,1,,0,2.778125e-05
3331,3331,273,1,6/2/1934,RJ,0,Pos Doutorado,8609.04,Moderado,0.1957,1,Carlota Targino,0,2.273191900606804e-05
3332,3332,2349,0,9/11/1946,AC,1,Tecnologo,3200.0,,0.2851,1,,0,8.909375000000001e-05
3333,3333,1824,0,1/6/1948,MG,1,Fundamental,1600.0,Arrojado,0.1097,1,Rafael Aurelio,0,6.85625e-05
3334,3334,1698,0,4/11/2009,CE,0,Pos Doutorado,11334.24,Arrojado,0.5742,1,Antonio Asimov,0,5.0660653030110536e-05
3335,3335,1853,0,20/4/1997,BA,0,Pos Doutorado,12741.12,Conservador,0.7696,1,Isaac Assis,0,6.0402853124372106e-05
3336,3336,102,0,2/7/1953,SP,0,Mestrado,8885.52,Moderado,0.5867,1,Kobe Nazare,0,6.602877490568926e-05
3337,3337,1018,0,12/10/1969,AC,1,Pos Doutorado,7200.0,Conservador,0.2611,1,Kobe Targino,0,3.626388888888889e-05
3338,3338,584,0,7/12/2013,AC,0,MBA,6047.52,Conservador,0.2599,1,John Akuma,0,4.297629441490065e-05
3339,3339,1058,0,15/3/1979,CE,1,Nao fez,800.0,Moderado,0.5561,1,Kant Targino,0,0.000695125
3340,3340,1411,1,9/11/1961,MG,1,Tecnologo,3200.0,,0.4158,1,Maria Asimov,0,0.0001299375
3341,3341,2011,0,6/7/1969,AC,1,MBA,4800.0,Moderado,0.4733,1,Kant Bardeen,0,9.860416666666667e-05
3342,3342,2292,0,24/1/2005,AC,1,Graducao,4000.0,Arrojado,0.5598,1,Kant Aurelio,0,0.00013995
3343,3343,1529,0,25/3/1992,RJ,0,Nao fez,1406.8,Moderado,0.7585,1,Silvio Akuma,0,0.0005391669036110321
3344,3344,537,1,26/3/1954,AC,0,Graducao,6718.0,Arrojado,0.6795,1,Irene Nazare,0,0.00010114617445668354
3345,3345,2386,0,23/3/1943,MG,0,Fundamental,2201.6,Moderado,0.376,1,Kant Yamato,0,0.00017078488372093025
3346,3346,1438,0,21/4/1964,SP,1,Doutorado,6400.0,,0.6248,1,Guilherme Bardeen,0,9.7625e-05
3347,3347,1650,0,23/1/1982,CE,0,Graducao,4538.0,,0.1345,1,Francisco Akuma,0,2.963860731599824e-05
3348,3348,1691,1,2/1/2015,CE,1,Pos Doutorado,7200.0,Moderado,0.5938,1,,0,8.247222222222222e-05
3349,3349,2040,0,13/2/1959,SP,1,Doutorado,6400.0,Conservador,0.0799,1,Vlad Aurelio,0,1.2484375e-05
3350,3350,1281,0,27/12/2019,AC,0,MBA,6005.76,Moderado,0.2512,1,,0,4.1826513213981236e-05
3351,3351,364,1,24/5/1959,AC,1,Nao fez,800.0,Moderado,0.0731,1,,0,9.1375e-05
3352,3352,1299,1,13/5/1943,MG,1,Doutorado,6400.0,Moderado,0.0229,1,Elisabeth Bardeen,0,3.578125e-06
3353,3353,2203,0,22/5/2011,BA,1,Tecnologo,3200.0,Moderado,0.5403,1,Andre Bardeen,0,0.00016884375
3354,3354,1792,0,6/4/1944,BA,1,Tecnologo,3200.0,Conservador,0.4996,1,John Assis,0,0.000156125
3355,3355,647,0,7/2/2016,AC,1,Medio,2400.0,Arrojado,0.5217,1,,0,0.000217375
3356,3356,1530,0,3/12/2012,BA,1,Medio,2400.0,,0.313,1,Kant Yamato,0,0.00013041666666666667
3357,3357,753,1,16/11/1966,AC,1,Tecnologo,3200.0,Arrojado,0.3061,1,,0,9.565625e-05
3358,3358,2369,1,24/12/1937,RJ,1,MBA,4800.0,Arrojado,0.0173,1,Elisabeth Aurelio,0,3.6041666666666667e-06
3359,3359,2043,1,1/6/1963,RJ,0,Pos Doutorado,7367.76,,0.0233,1,Julia Buda,0,3.1624265719838867e-06
3360,3360,1826,0,5/10/1940,CE,0,Graducao,4685.2,Moderado,0.1713,1,,0,3.656193972509178e-05
3361,3361,1861,0,1/4/1976,CE,0,Doutorado,7665.92,Conservador,0.1978,1,Isaac Froszen,0,2.5802512940390715e-05
3362,3362,1235,1,7/3/1996,AC,0,Medio,2425.44,Arrojado,0.0106,1,Julia Akuma,0,4.370341051520549e-06
3363,3363,638,1,1/7/2008,AC,1,Medio,2400.0,Conservador,0.7159,1,Carlota Aurelio,0,0.00029829166666666665
3364,3364,273,0,15/1/1981,CE,1,Tecnologo,3200.0,Conservador,0.44799999999999995,1,Antonio Nazare,0,0.00014
3365,3365,1798,1,22/5/1960,SP,1,Tecnologo,3200.0,Arrojado,0.5071,1,Irene Aurelio,0,0.00015846875
3366,3366,1763,0,20/4/2009,AC,0,Pos Doutorado,9707.76,,0.3483,1,Kant Yamato,0,3.587851368389824e-05
3367,3367,2252,1,16/4/1995,CE,1,Mestrado,5600.0,Conservador,0.3955,1,Elisabeth Bryant,0,7.062500000000001e-05
3368,3368,2431,0,25/3/2006,MG,1,Tecnologo,3200.0,Conservador,0.4768,1,,0,0.000149
3369,3369,98,1,8/2/1981,RJ,1,Tecnologo,3200.0,Conservador,0.7077,1,Carlota Froszen,0,0.00022115625
3370,3370,2421,1,20/12/1998,MG,0,Pos Doutorado,10663.92,Moderado,0.4811,1,Maria Bryant,0,4.511474204607687e-05
3371,3371,1564,0,28/12/2008,MG,0,Doutorado,11068.16,,0.7294,1,,0,6.590074592344166e-05
3372,3372,1211,0,7/3/1990,BA,0,Fundamental,2378.08,Moderado,0.4863,1,Silvio Santos,0,0.0002044926999932719
3373,3373,214,1,8/9/1934,RJ,0,Fundamental,2561.6,Arrojado,0.601,1,,0,0.00023461898813241725
3374,3374,1060,1,24/2/1935,BA,1,Pos Doutorado,7200.0,,0.4042,1,Isabel Santos,0,5.613888888888889e-05
3375,3375,1874,0,4/9/2007,SP,0,Nao fez,1068.16,,0.3352,1,Vlad Assis,0,0.0003138106650689035
3376,3376,1845,1,21/8/1934,BA,1,Graducao,4000.0,Conservador,0.2612,1,Elisabeth Akuma,0,6.53e-05
3377,3377,1624,1,13/9/2000,MG,1,Mestrado,5600.0,Conservador,0.639,1,Elisabeth Asimov,0,0.00011410714285714286
3378,3378,376,0,27/2/2020,CE,0,Mestrado,6021.68,,0.0753,1,Silvio Santos,0,1.250481593176655e-05
3379,3379,1640,0,19/9/1939,AC,0,MBA,5792.16,,0.2067,1,Kant Assis,0,3.568616889036214e-05
3380,3380,2325,0,26/2/2017,MG,1,Mestrado,5600.0,Arrojado,0.3755,1,Francisco Targino,0,6.705357142857142e-05
3381,3381,1082,0,23/3/1969,RJ,1,Nao fez,800.0,Moderado,0.2408,1,Alberto Akuma,0,0.000301
3382,3382,949,0,21/2/1986,SP,0,Pos Doutorado,10055.52,Moderado,0.3966,1,Isaac Akuma,0,3.944102343787293e-05
3383,3383,609,1,3/12/1984,RJ,1,Nao fez,800.0,Moderado,0.1924,1,Carlota Targino,0,0.0002405
3384,3384,354,0,7/2/1993,AC,1,Nao fez,800.0,Conservador,0.1858,1,Isaac Bardeen,0,0.00023224999999999998
3385,3385,2208,1,22/6/1937,RJ,1,MBA,4800.0,Conservador,0.2551,1,,0,5.314583333333333e-05
3386,3386,1406,1,26/2/1976,BA,1,MBA,4800.0,Arrojado,0.6075,1,Isabel Yamato,0,0.00012656250000000002
3387,3387,2191,0,12/9/1973,BA,1,Doutorado,6400.0,,0.4958,1,Silvio Bryant,0,7.746875000000001e-05
3388,3388,1354,1,12/2/2010,MG,1,Graducao,4000.0,Conservador,0.6772,1,Gabriela Bryant,0,0.0001693
3389,3389,698,0,22/6/2015,AC,0,Graducao,4431.2,Arrojado,0.1078,1,Antonio Akuma,0,2.432749593789493e-05
3390,3390,2495,1,22/9/1988,AC,1,MBA,4800.0,Arrojado,0.4485,1,Isabel Buda,0,9.34375e-05
3391,3391,2190,1,18/2/2016,SP,0,Nao fez,1304.4,Moderado,0.6305,1,Ana Buda,0,0.0004833639987733823
3392,3392,1715,1,16/11/2009,BA,1,Nao fez,800.0,Arrojado,0.4996,1,Antonieta Targino,0,0.0006245
